RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-2.059444e-01	-5.479560e-01
2	3.646061e-01	1.447880e-01
3	2.845596e-01	-4.509721e-01
4	4.320237e-01	-3.184651e-01
5	4.320237e-01	-3.184651e-01
6	4.320237e-01	-3.184651e-01
7	3.823819e-01	-3.731530e-01
8	3.477949e-01	-4.076601e-01
9	3.832389e-01	-3.801602e-01
10	3.528335e-01	-4.045880e-01
11	3.528335e-01	-4.045880e-01
12	3.589871e-01	-3.998683e-01
13	3.713406e-01	-3.902883e-01
14	3.636935e-01	-3.967534e-01
15	3.706467e-01	-3.912330e-01
16	3.645902e-01	-3.960681e-01
17	3.645903e-01	-3.960681e-01
18	3.646042e-01	-3.960569e-01
19	3.675860e-01	-3.936615e-01
20	3.691059e-01	-3.924369e-01
21	3.698641e-01	-3.918252e-01
22	3.702404e-01	-3.915213e-01
23	3.704236e-01	-3.913733e-01
24	3.702197e-01	-3.915404e-01
25	3.703021e-01	-3.914738e-01
