RTO_iter	cost	con	merit
1	1.330000e+00	1.910000e+00	2.043000e+01
2	1.317094e+00	1.711655e+00	1.843364e+01
3	1.322655e+00	1.356691e+00	1.488956e+01
4	1.310400e+00	1.052573e+00	1.183613e+01
5	1.261972e+00	7.892143e-01	9.154114e+00
6	1.164243e+00	5.544976e-01	6.709218e+00
7	1.021931e+00	3.367933e-01	4.389864e+00
8	4.122657e-01	4.249058e-02	8.371715e-01
9	7.391042e-02	2.641313e-01	2.715223e+00
10	2.037345e-01	4.614366e-02	6.651711e-01
11	1.358294e-01	2.934021e-02	4.292315e-01
12	2.074012e-01	3.707525e-02	5.781537e-01
13	1.551353e-01	3.756855e-03	1.927038e-01
14	1.430064e-01	8.375439e-03	2.267608e-01
15	1.462261e-01	2.575126e-03	1.719773e-01
16	1.450057e-01	2.627273e-03	1.712784e-01
17	1.466494e-01	1.298584e-03	1.596353e-01
18	1.450350e-01	2.543362e-03	1.704686e-01
19	1.452044e-01	8.257377e-04	1.534617e-01
20	1.456347e-01	8.271068e-04	1.539057e-01
21	1.453469e-01	2.983172e-04	1.483301e-01
22	1.458228e-01	2.884838e-04	1.487077e-01
23	1.455830e-01	1.150427e-04	1.467334e-01
24	1.454665e-01	-4.765106e-05	1.454665e-01
25	1.458257e-01	2.798811e-04	1.486245e-01
26	1.455851e-01	1.090449e-04	1.466755e-01
27	1.455044e-01	4.659096e-05	1.459703e-01
28	1.454740e-01	2.115579e-05	1.456856e-01
29	1.454614e-01	9.930320e-06	1.455607e-01
30	1.454557e-01	4.710478e-06	1.455028e-01
31	1.454531e-01	2.296338e-06	1.454760e-01
32	1.454520e-01	1.262438e-06	1.454646e-01
33	1.454543e-01	1.784447e-06	1.454722e-01
34	1.454539e-01	1.421517e-06	1.454682e-01
35	1.454538e-01	1.316621e-06	1.454670e-01
36	1.454538e-01	1.288970e-06	1.454667e-01
37	1.454538e-01	1.281972e-06	1.454666e-01
38	1.454538e-01	1.280217e-06	1.454666e-01
39	1.454538e-01	1.279778e-06	1.454666e-01
40	1.454538e-01	1.279668e-06	1.454666e-01
41	1.454538e-01	1.279668e-06	1.454666e-01
42	1.454538e-01	1.279668e-06	1.454666e-01
43	1.454538e-01	1.279668e-06	1.454666e-01
44	1.454538e-01	1.279668e-06	1.454666e-01
45	1.454538e-01	1.279668e-06	1.454666e-01
46	1.454538e-01	1.279668e-06	1.454666e-01
47	1.454538e-01	1.279668e-06	1.454666e-01
48	1.454538e-01	1.279668e-06	1.454666e-01
49	1.454538e-01	1.279668e-06	1.454666e-01
50	1.454538e-01	1.279668e-06	1.454666e-01
51	1.454538e-01	1.279668e-06	1.454666e-01
52	1.454538e-01	1.279668e-06	1.454666e-01
53	1.454538e-01	1.279668e-06	1.454666e-01
54	1.454538e-01	1.279668e-06	1.454666e-01
55	1.454538e-01	1.279668e-06	1.454666e-01
56	1.454538e-01	1.279668e-06	1.454666e-01
57	1.454538e-01	1.279668e-06	1.454666e-01
58	1.454538e-01	1.279668e-06	1.454666e-01
59	1.454538e-01	1.279668e-06	1.454666e-01
