RTO_iter	rho	tr	tr_adjusted	event	base_cost	base_con	merit	base_merit	cost_unmodified	cost	con_unmodified	con	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G	Ka1	Ka2	Kb1	Kb2	cost_eps	Fa_cost_lam	Fb_cost_lam	Tr_cost_lam	con_eps	Fa_con_lam	Fb_con_lam	Tr_con_lam
0																		2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	1.003824e+00	5.000000e-03	1.000000e-02		-7.752530e+01	-3.276256e-02	3.259389e+01	-7.752530e+00	-1.992171e+02	-1.992171e+02	2.625780e-03	2.625780e-03	1.113367e-01	4.560977e-01	2.516545e-01	9.828534e-02	8.262578e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.216918e+02	-3.722328e+01	4.812623e+01	-1.797171e+01	-3.538834e-02	-3.752642e-03	1.690099e-03	-1.715440e-03
2	1.007243e+00	1.000000e-02	2.000000e-02		-8.834613e+01	-3.107377e-02	-8.830491e+00	-8.834613e+00	-2.006333e+02	-8.830491e+01	5.168882e-03	-3.107169e-02	1.108440e-01	4.523206e-01	2.533707e-01	9.829573e-02	8.516888e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.122872e+02	-3.854701e+01	4.781081e+01	-1.811549e+01	-3.624265e-02	-3.739292e-03	1.675048e-03	-1.725606e-03
3	1.012418e+00	2.000000e-02	4.000000e-02		-1.089084e+02	-2.758953e-02	-1.087606e+01	-1.089084e+01	-2.021808e+02	-1.087606e+02	1.036901e-02	-2.758289e-02	1.098949e-01	4.447856e-01	2.567157e-01	9.823482e-02	9.036901e-02	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	9.327234e+01	-4.105732e+01	4.708101e+01	-1.836861e+01	-3.795854e-02	-3.696121e-03	1.635980e-03	-1.742723e-03
4	1.010844e+00	4.000000e-02	8.000000e-02		-1.456497e+02	-2.019548e-02	-1.451991e+01	-1.456497e+01	-2.002421e+02	-1.451991e+02	2.120568e-02	-2.018276e-02	1.081285e-01	4.298117e-01	2.630595e-01	9.779453e-02	1.012057e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	5.459236e+01	-4.549378e+01	4.522066e+01	-1.873418e+01	-4.140116e-02	-3.541746e-03	1.519904e-03	-1.763713e-03
5	-2.449459e+01	8.000000e-02	4.000000e-02		-2.011584e+02	-3.753719e-03	-2.005629e+01	-2.011584e+01	-1.773563e+02	-2.005629e+02	4.441704e-02	-3.816457e-03	1.049516e-01	4.004991e-01	2.744031e-01	9.572919e-02	1.244170e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-2.380209e+01	-5.183843e+01	3.988711e+01	-1.888288e+01	-4.817076e-02	-2.961135e-03	1.125727e-03	-1.750801e-03
6	-9.584566e+00	4.000000e-02	2.000000e-02				-2.127613e+01		-1.717651e+02	-2.127649e+02	4.814606e-02	1.802076e-08	1.404189e-01	3.645211e-01	2.730862e-01	9.382777e-02	1.281461e-01												
7	-1.886256e+00	2.000000e-02	1.000000e-02				-2.117899e+01		-1.748262e+02	-2.117936e+02	4.836457e-02	1.832135e-08	1.254088e-01	3.767655e-01	2.748329e-01	9.462825e-02	1.283646e-01												
8	4.855518e-01	1.000000e-02	1.000000e-02				-2.108237e+01		-1.736408e+02	-2.108269e+02	4.882937e-02	1.621781e-08	1.138205e-01	3.863737e-01	2.759464e-01	9.503008e-02	1.288294e-01												
9	-4.299740e-01	1.000000e-02	5.000000e-03		-2.100989e+02	2.291017e-05	-2.101347e+01	-2.055168e+01	-1.708822e+02	-2.101384e+02	4.934435e-02	1.831606e-08	1.069122e-01	3.922087e-01	2.764330e-01	9.510173e-02	1.293444e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.921671e+01	-5.163232e+01	3.854650e+01	-1.888018e+01	-4.932144e-02	-2.473130e-03	8.987447e-04	-1.747225e-03
10	6.260097e-01	5.000000e-03	5.000000e-03				-2.104332e+01		-1.731888e+02	-2.104370e+02	4.886597e-02	1.904437e-08	1.124210e-01	3.876846e-01	2.759892e-01	9.503929e-02	1.288660e-01												
11	6.908512e-02	5.000000e-03	5.000000e-03		-2.102163e+02	8.699837e-06	-2.102445e+01	-2.084764e+01	-1.722034e+02	-2.102480e+02	4.907130e-02	1.755569e-08	1.096609e-01	3.899629e-01	2.762191e-01	9.508580e-02	1.290713e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	-3.801297e+01	-5.048264e+01	3.860904e+01	-1.895505e+01	-4.906260e-02	-2.151313e-03	7.803667e-04	-1.755399e-03
