RTO_iter	Fa	Fb	Tr
0	3.600000e+00	1.000000e+01	8.500000e+01
1	3.762916e+00	9.819845e+00	8.937039e+01
2	3.228560e+00	9.091958e+00	9.366743e+01
3	3.882526e+00	9.375570e+00	9.132781e+01
4	3.439877e+00	9.191041e+00	9.274243e+01
5	4.107259e+00	9.472899e+00	9.082547e+01
6	3.874138e+00	9.493105e+00	9.170566e+01
7	3.991860e+00	9.494868e+00	9.125284e+01
8	3.873829e+00	9.488446e+00	9.165946e+01
9	3.989738e+00	9.476572e+00	9.120668e+01
10	3.929580e+00	9.475768e+00	9.140681e+01
11	3.877186e+00	9.442873e+00	9.149631e+01
12	3.934457e+00	9.433986e+00	9.126215e+01
13	3.904849e+00	9.435454e+00	9.137090e+01
14	3.933606e+00	9.431421e+00	9.125500e+01
15	3.904172e+00	9.431262e+00	9.136042e+01
16	3.933131e+00	9.428154e+00	9.124675e+01
17	3.917465e+00	9.426083e+00	9.129592e+01
18	3.902708e+00	9.423493e+00	9.134139e+01
19	3.916274e+00	9.418889e+00	9.127823e+01
20	3.908765e+00	9.419743e+00	9.130779e+01
21	3.902011e+00	9.415894e+00	9.132049e+01
22	3.907711e+00	9.411630e+00	9.128677e+01
23	3.904498e+00	9.413227e+00	9.130327e+01
24	3.901929e+00	9.410119e+00	9.130306e+01
25	3.901712e+00	9.406248e+00	9.129198e+01
26	3.899011e+00	9.403255e+00	9.129261e+01
27	3.899860e+00	9.399583e+00	9.127827e+01
28	3.899563e+00	9.401289e+00	9.128458e+01
29	3.898341e+00	9.399470e+00	9.128343e+01
30	3.897725e+00	9.397405e+00	9.127934e+01
31	3.896797e+00	9.395434e+00	9.127666e+01
32	3.896084e+00	9.393392e+00	9.127299e+01
33	3.895192e+00	9.391408e+00	9.127014e+01
34	3.894481e+00	9.389365e+00	9.126645e+01
35	3.893552e+00	9.387395e+00	9.126378e+01
36	3.892955e+00	9.385326e+00	9.125959e+01
37	3.891804e+00	9.383464e+00	9.125806e+01
38	3.892302e+00	9.381479e+00	9.125015e+01
39	3.892184e+00	9.382223e+00	9.125286e+01
40	3.892114e+00	9.382479e+00	9.125391e+01
41	3.892092e+00	9.382554e+00	9.125421e+01
42	3.892087e+00	9.382573e+00	9.125429e+01
43	3.892085e+00	9.382578e+00	9.125431e+01
44	3.892085e+00	9.382579e+00	9.125432e+01
45	3.892085e+00	9.382580e+00	9.125432e+01
46	3.892085e+00	9.382580e+00	9.125432e+01
47	3.892085e+00	9.382580e+00	9.125432e+01
48	3.892085e+00	9.382580e+00	9.125432e+01
49	3.892085e+00	9.382580e+00	9.125432e+01
50	3.892085e+00	9.382580e+00	9.125432e+01
51	3.892085e+00	9.382580e+00	9.125432e+01
52	3.892085e+00	9.382580e+00	9.125432e+01
53	3.892085e+00	9.382580e+00	9.125432e+01
54	3.892085e+00	9.382580e+00	9.125432e+01
55	3.892085e+00	9.382580e+00	9.125432e+01
56	3.892085e+00	9.382580e+00	9.125432e+01
57	3.892085e+00	9.382580e+00	9.125432e+01
58	3.892085e+00	9.382580e+00	9.125432e+01
59	3.892085e+00	9.382580e+00	9.125432e+01
60	3.892085e+00	9.382580e+00	9.125432e+01
61	3.892085e+00	9.382580e+00	9.125432e+01
62	3.892085e+00	9.382580e+00	9.125432e+01
63	3.892085e+00	9.382580e+00	9.125432e+01
64	3.892085e+00	9.382580e+00	9.125432e+01
65	3.892085e+00	9.382580e+00	9.125432e+01
66	3.892085e+00	9.382580e+00	9.125432e+01
67	3.892085e+00	9.382580e+00	9.125432e+01
68	3.892085e+00	9.382580e+00	9.125432e+01
69	3.892085e+00	9.382580e+00	9.125432e+01
70	3.892085e+00	9.382580e+00	9.125432e+01
71	3.892085e+00	9.382580e+00	9.125432e+01
72	3.892085e+00	9.382580e+00	9.125432e+01
73	3.892085e+00	9.382580e+00	9.125432e+01
74	3.892085e+00	9.382580e+00	9.125432e+01
75	3.892085e+00	9.382580e+00	9.125432e+01
76	3.892085e+00	9.382580e+00	9.125432e+01
77	3.892085e+00	9.382580e+00	9.125432e+01
78	3.892085e+00	9.382580e+00	9.125432e+01
79	3.892085e+00	9.382580e+00	9.125432e+01
80	3.892085e+00	9.382580e+00	9.125432e+01
